Região Habilitação Atual;UF Habilitação Atual;Sexo;Faixa Etária;Categoria;Qt. Condutor Histórico
Sudeste;Rio de Janeiro;Masculino;61 a 70;XC-Condutor Ciclomotor/Caminhão;4
Sudeste;Rio de Janeiro;Masculino;61 a 70;XD-Condutor Ciclomotor/Ônibus;2
Sudeste;Rio de Janeiro;Masculino;71 a 80;A-Condutor Moto;427
Sudeste;Rio de Janeiro;Masculino;71 a 80;AB-Condutor Moto/Carro;26.639
Sudeste;Rio de Janeiro;Masculino;71 a 80;AC-Condutor Moto/Caminhão;1.684
Sudeste;Rio de Janeiro;Masculino;71 a 80;AD-Condutor Moto/Ônibus;6.364
Sudeste;Rio de Janeiro;Masculino;71 a 80;AE-Condutor Moto/Carreta;391
Sudeste;Rio de Janeiro;Masculino;71 a 80;B-Condutor Carro;214.724
Sudeste;Rio de Janeiro;Masculino;71 a 80;C-Condutor Caminhão;15.336
Sudeste;Rio de Janeiro;Masculino;71 a 80;D-Condutor Ônibus;41.450
Sudeste;Rio de Janeiro;Masculino;71 a 80;E-Condutor Carreta;2.103
Sudeste;Rio de Janeiro;Masculino;71 a 80;X-Condutor Ciclomotor;5
Sudeste;Rio de Janeiro;Masculino;71 a 80;XB-Condutor Ciclomotor/Carro;13
Sudeste;Rio de Janeiro;Masculino;81 a 90;A-Condutor Moto;117
Sudeste;Rio de Janeiro;Masculino;81 a 90;AB-Condutor Moto/Carro;8.797
Sudeste;Rio de Janeiro;Masculino;81 a 90;AC-Condutor Moto/Caminhão;487
Sudeste;Rio de Janeiro;Masculino;81 a 90;AD-Condutor Moto/Ônibus;1.975
Sudeste;Rio de Janeiro;Masculino;81 a 90;AE-Condutor Moto/Carreta;47
Sudeste;Rio de Janeiro;Masculino;81 a 90;B-Condutor Carro;125.260
Sudeste;Rio de Janeiro;Masculino;81 a 90;C-Condutor Caminhão;6.870
Sudeste;Rio de Janeiro;Masculino;81 a 90;D-Condutor Ônibus;21.316
Sudeste;Rio de Janeiro;Masculino;81 a 90;E-Condutor Carreta;537
Sudeste;Rio de Janeiro;Masculino;81 a 90;X-Condutor Ciclomotor;1
Sudeste;Rio de Janeiro;Masculino;91 a 100;A-Condutor Moto;29
Sudeste;Rio de Janeiro;Masculino;91 a 100;AB-Condutor Moto/Carro;2.055
Sudeste;Rio de Janeiro;Masculino;91 a 100;AC-Condutor Moto/Caminhão;64
Sudeste;Rio de Janeiro;Masculino;91 a 100;AD-Condutor Moto/Ônibus;272
Sudeste;Rio de Janeiro;Masculino;91 a 100;AE-Condutor Moto/Carreta;5
Sudeste;Rio de Janeiro;Masculino;91 a 100;B-Condutor Carro;53.519
Sudeste;Rio de Janeiro;Masculino;91 a 100;C-Condutor Caminhão;1.058
Sudeste;Rio de Janeiro;Masculino;91 a 100;D-Condutor Ônibus;3.766
Sudeste;Rio de Janeiro;Masculino;91 a 100;E-Condutor Carreta;50
Sudeste;Rio de Janeiro;Masculino;101 a 120;A-Condutor Moto;3
Sudeste;Rio de Janeiro;Masculino;101 a 120;AB-Condutor Moto/Carro;193
Sudeste;Rio de Janeiro;Masculino;101 a 120;AC-Condutor Moto/Caminhão;2
Sudeste;Rio de Janeiro;Masculino;101 a 120;AD-Condutor Moto/Ônibus;11
Sudeste;Rio de Janeiro;Masculino;101 a 120;B-Condutor Carro;7.626
Sudeste;Rio de Janeiro;Masculino;101 a 120;C-Condutor Caminhão;71
Sudeste;Rio de Janeiro;Masculino;101 a 120;D-Condutor Ônibus;224
Sudeste;Rio de Janeiro;Feminino;18 a 21;A-Condutor Moto;536
Sudeste;Rio de Janeiro;Feminino;18 a 21;AB-Condutor Moto/Carro;5.381
Sudeste;Rio de Janeiro;Feminino;18 a 21;B-Condutor Carro;23.063
Sudeste;Rio de Janeiro;Feminino;18 a 21;C-Condutor Caminhão;1
Sudeste;Rio de Janeiro;Feminino;22 a 25;A-Condutor Moto;2.167
Sudeste;Rio de Janeiro;Feminino;22 a 25;AB-Condutor Moto/Carro;16.194
Sudeste;Rio de Janeiro;Feminino;22 a 25;AC-Condutor Moto/Caminhão;1
Sudeste;Rio de Janeiro;Feminino;22 a 25;AD-Condutor Moto/Ônibus;85
Sudeste;Rio de Janeiro;Feminino;22 a 25;B-Condutor Carro;78.511
Sudeste;Rio de Janeiro;Feminino;22 a 25;D-Condutor Ônibus;50
Sudeste;Rio de Janeiro;Feminino;22 a 25;X-Condutor Ciclomotor;3
Sudeste;Rio de Janeiro;Feminino;22 a 25;XB-Condutor Ciclomotor/Carro;4
Sudeste;Rio de Janeiro;Feminino;26 a 30;A-Condutor Moto;3.892
Sudeste;Rio de Janeiro;Feminino;26 a 30;AB-Condutor Moto/Carro;25.821
Sudeste;Rio de Janeiro;Feminino;26 a 30;AD-Condutor Moto/Ônibus;281
Sudeste;Rio de Janeiro;Feminino;26 a 30;AE-Condutor Moto/Carreta;14
Sudeste;Rio de Janeiro;Feminino;26 a 30;B-Condutor Carro;145.278
Sudeste;Rio de Janeiro;Feminino;26 a 30;C-Condutor Caminhão;6
Sudeste;Rio de Janeiro;Feminino;26 a 30;D-Condutor Ônibus;248
Sudeste;Rio de Janeiro;Feminino;26 a 30;E-Condutor Carreta;5
Sudeste;Rio de Janeiro;Feminino;26 a 30;X-Condutor Ciclomotor;6
Sudeste;Rio de Janeiro;Feminino;26 a 30;XB-Condutor Ciclomotor/Carro;13
Sudeste;Rio de Janeiro;Feminino;31 a 40;A-Condutor Moto;8.228
Sudeste;Rio de Janeiro;Feminino;31 a 40;AB-Condutor Moto/Carro;48.513
Sudeste;Rio de Janeiro;Feminino;31 a 40;AC-Condutor Moto/Caminhão;10
Sudeste;Rio de Janeiro;Feminino;31 a 40;AD-Condutor Moto/Ônibus;1.199
Sudeste;Rio de Janeiro;Feminino;31 a 40;AE-Condutor Moto/Carreta;96
Sudeste;Rio de Janeiro;Feminino;31 a 40;B-Condutor Carro;419.601
Sudeste;Rio de Janeiro;Feminino;31 a 40;C-Condutor Caminhão;22
Sudeste;Rio de Janeiro;Feminino;31 a 40;D-Condutor Ônibus;1.967
Sudeste;Rio de Janeiro;Feminino;31 a 40;E-Condutor Carreta;59
Sudeste;Rio de Janeiro;Feminino;31 a 40;X-Condutor Ciclomotor;23
Sudeste;Rio de Janeiro;Feminino;31 a 40;XB-Condutor Ciclomotor/Carro;74
Sudeste;Rio de Janeiro;Feminino;31 a 40;XC-Condutor Ciclomotor/Caminhão;3
Sudeste;Rio de Janeiro;Feminino;41 a 50;A-Condutor Moto;4.716
Sudeste;Rio de Janeiro;Feminino;41 a 50;AB-Condutor Moto/Carro;25.400
Sudeste;Rio de Janeiro;Feminino;41 a 50;AC-Condutor Moto/Caminhão;272
Sudeste;Rio de Janeiro;Feminino;41 a 50;AD-Condutor Moto/Ônibus;961
Sudeste;Rio de Janeiro;Feminino;41 a 50;AE-Condutor Moto/Carreta;89
Sudeste;Rio de Janeiro;Feminino;41 a 50;B-Condutor Carro;369.189
Sudeste;Rio de Janeiro;Feminino;41 a 50;C-Condutor Caminhão;530
Sudeste;Rio de Janeiro;Feminino;41 a 50;D-Condutor Ônibus;3.218
Sudeste;Rio de Janeiro;Feminino;41 a 50;E-Condutor Carreta;103
Sudeste;Rio de Janeiro;Feminino;41 a 50;X-Condutor Ciclomotor;30
Sudeste;Rio de Janeiro;Feminino;41 a 50;XB-Condutor Ciclomotor/Carro;55
Sudeste;Rio de Janeiro;Feminino;41 a 50;XC-Condutor Ciclomotor/Caminhão;1
Sudeste;Rio de Janeiro;Feminino;51 a 60;A-Condutor Moto;1.923
Sudeste;Rio de Janeiro;Feminino;51 a 60;AB-Condutor Moto/Carro;16.442
Sudeste;Rio de Janeiro;Feminino;51 a 60;AC-Condutor Moto/Caminhão;580
Sudeste;Rio de Janeiro;Feminino;51 a 60;AD-Condutor Moto/Ônibus;592
Sudeste;Rio de Janeiro;Feminino;51 a 60;AE-Condutor Moto/Carreta;43
Sudeste;Rio de Janeiro;Feminino;51 a 60;B-Condutor Carro;270.485
Sudeste;Rio de Janeiro;Feminino;51 a 60;C-Condutor Caminhão;1.734
Sudeste;Rio de Janeiro;Feminino;51 a 60;D-Condutor Ônibus;2.544
Sudeste;Rio de Janeiro;Feminino;51 a 60;E-Condutor Carreta;67
Sudeste;Rio de Janeiro;Feminino;51 a 60;X-Condutor Ciclomotor;27
Sudeste;Rio de Janeiro;Feminino;51 a 60;XB-Condutor Ciclomotor/Carro;40
Sudeste;Rio de Janeiro;Feminino;51 a 60;XC-Condutor Ciclomotor/Caminhão;2
Sudeste;Rio de Janeiro;Feminino;61 a 70;A-Condutor Moto;231
Sudeste;Rio de Janeiro;Feminino;61 a 70;AB-Condutor Moto/Carro;6.946
Sudeste;Rio de Janeiro;Feminino;61 a 70;AC-Condutor Moto/Caminhão;176
Sudeste;Rio de Janeiro;Feminino;61 a 70;AD-Condutor Moto/Ônibus;226
Sudeste;Rio de Janeiro;Feminino;61 a 70;AE-Condutor Moto/Carreta;16
Sudeste;Rio de Janeiro;Feminino;61 a 70;B-Condutor Carro;205.069
Sudeste;Rio de Janeiro;Feminino;61 a 70;C-Condutor Caminhão;1.375
Sudeste;Rio de Janeiro;Feminino;61 a 70;D-Condutor Ônibus;1.390
Sudeste;Rio de Janeiro;Feminino;61 a 70;E-Condutor Carreta;30
Sudeste;Rio de Janeiro;Feminino;61 a 70;X-Condutor Ciclomotor;8
Sudeste;Rio de Janeiro;Feminino;61 a 70;XB-Condutor Ciclomotor/Carro;8
Sudeste;Rio de Janeiro;Feminino;61 a 70;XC-Condutor Ciclomotor/Caminhão;1
Sudeste;Rio de Janeiro;Feminino;71 a 80;A-Condutor Moto;13
Sudeste;Rio de Janeiro;Feminino;71 a 80;AB-Condutor Moto/Carro;1.373
Sudeste;Rio de Janeiro;Feminino;71 a 80;AC-Condutor Moto/Caminhão;28
Sudeste;Rio de Janeiro;Feminino;71 a 80;AD-Condutor Moto/Ônibus;51
Sudeste;Rio de Janeiro;Feminino;71 a 80;AE-Condutor Moto/Carreta;4
Sudeste;Rio de Janeiro;Feminino;71 a 80;B-Condutor Carro;102.414
Sudeste;Rio de Janeiro;Feminino;71 a 80;C-Condutor Caminhão;474
Sudeste;Rio de Janeiro;Feminino;71 a 80;D-Condutor Ônibus;450
Sudeste;Rio de Janeiro;Feminino;71 a 80;E-Condutor Carreta;6
Sudeste;Rio de Janeiro;Feminino;81 a 90;AB-Condutor Moto/Carro;210
Sudeste;Rio de Janeiro;Feminino;81 a 90;AC-Condutor Moto/Caminhão;6
Sudeste;Rio de Janeiro;Feminino;81 a 90;AD-Condutor Moto/Ônibus;11
Sudeste;Rio de Janeiro;Feminino;81 a 90;AE-Condutor Moto/Carreta;1
Sudeste;Rio de Janeiro;Feminino;81 a 90;B-Condutor Carro;36.561
Sudeste;Rio de Janeiro;Feminino;81 a 90;C-Condutor Caminhão;143
Sudeste;Rio de Janeiro;Feminino;81 a 90;D-Condutor Ônibus;137
Sudeste;Rio de Janeiro;Feminino;81 a 90;E-Condutor Carreta;2
Sudeste;Rio de Janeiro;Feminino;91 a 100;AB-Condutor Moto/Carro;29
Sudeste;Rio de Janeiro;Feminino;91 a 100;AD-Condutor Moto/Ônibus;1
Sudeste;Rio de Janeiro;Feminino;91 a 100;B-Condutor Carro;8.771
Sudeste;Rio de Janeiro;Feminino;91 a 100;C-Condutor Caminhão;10
Sudeste;Rio de Janeiro;Feminino;91 a 100;D-Condutor Ônibus;22
Sudeste;Rio de Janeiro;Feminino;101 a 120;AB-Condutor Moto/Carro;2
Sudeste;Rio de Janeiro;Feminino;101 a 120;B-Condutor Carro;617
Sudeste;Rio de Janeiro;Feminino;101 a 120;C-Condutor Caminhão;1
Sudeste;São Paulo;Masculino;18 a 21;A-Condutor Moto;10.282
Sudeste;São Paulo;Masculino;18 a 21;AB-Condutor Moto/Carro;256.560
Sudeste;São Paulo;Masculino;18 a 21;AC-Condutor Moto/Caminhão;631
Sudeste;São Paulo;Masculino;18 a 21;AD-Condutor Moto/Ônibus;360
Sudeste;São Paulo;Masculino;18 a 21;AE-Condutor Moto/Carreta;29
Sudeste;São Paulo;Masculino;18 a 21;B-Condutor Carro;135.557
Sudeste;São Paulo;Masculino;18 a 21;C-Condutor Caminhão;107
Sudeste;São Paulo;Masculino;18 a 21;D-Condutor Ônibus;43
Sudeste;São Paulo;Masculino;18 a 21;E-Condutor Carreta;2
Sudeste;São Paulo;Masculino;22 a 25;A-Condutor Moto;23.777
Sudeste;São Paulo;Masculino;22 a 25;AB-Condutor Moto/Carro;530.898
Sudeste;São Paulo;Masculino;22 a 25;AC-Condutor Moto/Caminhão;1.999
Sudeste;São Paulo;Masculino;22 a 25;AD-Condutor Moto/Ônibus;18.296
Sudeste;São Paulo;Masculino;22 a 25;AE-Condutor Moto/Carreta;1.843
Sudeste;São Paulo;Masculino;22 a 25;B-Condutor Carro;328.721
Sudeste;São Paulo;Masculino;22 a 25;C-Condutor Caminhão;355
Sudeste;São Paulo;Masculino;22 a 25;D-Condutor Ônibus;3.311
Sudeste;São Paulo;Masculino;22 a 25;E-Condutor Carreta;225
Sudeste;São Paulo;Masculino;22 a 25;XB-Condutor Ciclomotor/Carro;1
Sudeste;São Paulo;Masculino;26 a 30;A-Condutor Moto;23.527
Sudeste;São Paulo;Masculino;26 a 30;AB-Condutor Moto/Carro;762.730
Sudeste;São Paulo;Masculino;26 a 30;AC-Condutor Moto/Caminhão;4.161
Sudeste;São Paulo;Masculino;26 a 30;AD-Condutor Moto/Ônibus;65.600
Sudeste;São Paulo;Masculino;26 a 30;AE-Condutor Moto/Carreta;12.393
Sudeste;São Paulo;Masculino;26 a 30;B-Condutor Carro;463.867
Sudeste;São Paulo;Masculino;26 a 30;C-Condutor Caminhão;616
Sudeste;São Paulo;Masculino;26 a 30;D-Condutor Ônibus;11.725
Sudeste;São Paulo;Masculino;26 a 30;E-Condutor Carreta;1.311
Sudeste;São Paulo;Masculino;26 a 30;X-Condutor Ciclomotor;3
Sudeste;São Paulo;Masculino;26 a 30;XB-Condutor Ciclomotor/Carro;2
Sudeste;São Paulo;Masculino;31 a 40;A-Condutor Moto;45.383
Sudeste;São Paulo;Masculino;31 a 40;AB-Condutor Moto/Carro;1.639.126
Sudeste;São Paulo;Masculino;31 a 40;AC-Condutor Moto/Caminhão;11.681
Sudeste;São Paulo;Masculino;31 a 40;AD-Condutor Moto/Ônibus;286.529
Sudeste;São Paulo;Masculino;31 a 40;AE-Condutor Moto/Carreta;87.411
Sudeste;São Paulo;Masculino;31 a 40;B-Condutor Carro;1.141.590
Sudeste;São Paulo;Masculino;31 a 40;C-Condutor Caminhão;3.989
Sudeste;São Paulo;Masculino;31 a 40;D-Condutor Ônibus;80.509
Sudeste;São Paulo;Masculino;31 a 40;E-Condutor Carreta;17.899
Sudeste;São Paulo;Masculino;31 a 40;X-Condutor Ciclomotor;5
Sudeste;São Paulo;Masculino;31 a 40;XB-Condutor Ciclomotor/Carro;3
Sudeste;São Paulo;Masculino;41 a 50;A-Condutor Moto;26.591
Sudeste;São Paulo;Masculino;41 a 50;AB-Condutor Moto/Carro;1.012.840
Sudeste;São Paulo;Masculino;41 a 50;AC-Condutor Moto/Caminhão;102.600
Sudeste;São Paulo;Masculino;41 a 50;AD-Condutor Moto/Ônibus;271.872
Sudeste;São Paulo;Masculino;41 a 50;AE-Condutor Moto/Carreta;121.752
Sudeste;São Paulo;Masculino;41 a 50;B-Condutor Carro;1.068.943
Sudeste;São Paulo;Masculino;41 a 50;C-Condutor Caminhão;52.301
Sudeste;São Paulo;Masculino;41 a 50;D-Condutor Ônibus;168.437
Sudeste;São Paulo;Masculino;41 a 50;E-Condutor Carreta;47.657
Sudeste;São Paulo;Masculino;41 a 50;XB-Condutor Ciclomotor/Carro;5
Sudeste;São Paulo;Masculino;51 a 60;A-Condutor Moto;14.240
Sudeste;São Paulo;Masculino;51 a 60;AB-Condutor Moto/Carro;500.732
Sudeste;São Paulo;Masculino;51 a 60;AC-Condutor Moto/Caminhão;190.953
Sudeste;São Paulo;Masculino;51 a 60;AD-Condutor Moto/Ônibus;210.322
Sudeste;São Paulo;Masculino;51 a 60;AE-Condutor Moto/Carreta;80.365
Sudeste;São Paulo;Masculino;51 a 60;B-Condutor Carro;798.005
Sudeste;São Paulo;Masculino;51 a 60;C-Condutor Caminhão;163.794
Sudeste;São Paulo;Masculino;51 a 60;D-Condutor Ônibus;268.572
Sudeste;São Paulo;Masculino;51 a 60;E-Condutor Carreta;59.258
Sudeste;São Paulo;Masculino;51 a 60;X-Condutor Ciclomotor;1
Sudeste;São Paulo;Masculino;51 a 60;XB-Condutor Ciclomotor/Carro;5
Sudeste;São Paulo;Masculino;61 a 70;A-Condutor Moto;4.958
Sudeste;São Paulo;Masculino;61 a 70;AB-Condutor Moto/Carro;238.675
Sudeste;São Paulo;Masculino;61 a 70;AC-Condutor Moto/Caminhão;38.054
Sudeste;São Paulo;Masculino;61 a 70;AD-Condutor Moto/Ônibus;113.594
Sudeste;São Paulo;Masculino;61 a 70;AE-Condutor Moto/Carreta;24.729
Sudeste;São Paulo;Masculino;61 a 70;B-Condutor Carro;807.468
Sudeste;São Paulo;Masculino;61 a 70;C-Condutor Caminhão;92.976
Sudeste;São Paulo;Masculino;61 a 70;D-Condutor Ônibus;313.025
Sudeste;São Paulo;Masculino;61 a 70;E-Condutor Carreta;46.603
Sudeste;São Paulo;Masculino;61 a 70;XB-Condutor Ciclomotor/Carro;3
Sudeste;São Paulo;Masculino;61 a 70;XD-Condutor Ciclomotor/Ônibus;1
Sudeste;São Paulo;Masculino;71 a 80;A-Condutor Moto;1.750
Sudeste;São Paulo;Masculino;71 a 80;AB-Condutor Moto/Carro;89.418
Sudeste;São Paulo;Masculino;71 a 80;AC-Condutor Moto/Caminhão;5.818
Sudeste;São Paulo;Masculino;71 a 80;AD-Condutor Moto/Ônibus;20.978
Sudeste;São Paulo;Masculino;71 a 80;AE-Condutor Moto/Carreta;3.081
Sudeste;São Paulo;Masculino;71 a 80;B-Condutor Carro;590.582
Sudeste;São Paulo;Masculino;71 a 80;C-Condutor Caminhão;33.937
Sudeste;São Paulo;Masculino;71 a 80;D-Condutor Ônibus;122.431
Sudeste;São Paulo;Masculino;71 a 80;E-Condutor Carreta;10.998
Sudeste;São Paulo;Masculino;71 a 80;X-Condutor Ciclomotor;1
Sudeste;São Paulo;Masculino;81 a 90;A-Condutor Moto;636
Sudeste;São Paulo;Masculino;81 a 90;AB-Condutor Moto/Carro;25.993
Sudeste;São Paulo;Masculino;81 a 90;AC-Condutor Moto/Caminhão;1.840
Sudeste;São Paulo;Masculino;81 a 90;AD-Condutor Moto/Ônibus;3.977
Sudeste;São Paulo;Masculino;81 a 90;AE-Condutor Moto/Carreta;286
Sudeste;São Paulo;Masculino;81 a 90;B-Condutor Carro;311.625
Sudeste;São Paulo;Masculino;81 a 90;C-Condutor Caminhão;19.666
Sudeste;São Paulo;Masculino;81 a 90;D-Condutor Ônibus;40.045
Sudeste;São Paulo;Masculino;81 a 90;E-Condutor Carreta;1.945
Sudeste;São Paulo;Masculino;91 a 100;A-Condutor Moto;124
Sudeste;São Paulo;Masculino;91 a 100;AB-Condutor Moto/Carro;5.422
Sudeste;São Paulo;Masculino;91 a 100;AC-Condutor Moto/Caminhão;248
Sudeste;São Paulo;Masculino;91 a 100;AD-Condutor Moto/Ônibus;353
Sudeste;São Paulo;Masculino;91 a 100;AE-Condutor Moto/Carreta;20
Sudeste;São Paulo;Masculino;91 a 100;B-Condutor Carro;114.346
Sudeste;São Paulo;Masculino;91 a 100;C-Condutor Caminhão;3.817
Sudeste;São Paulo;Masculino;91 a 100;D-Condutor Ônibus;4.526
Sudeste;São Paulo;Masculino;91 a 100;E-Condutor Carreta;136
Sudeste;São Paulo;Masculino;101 a 120;A-Condutor Moto;9
Sudeste;São Paulo;Masculino;101 a 120;AB-Condutor Moto/Carro;344
Sudeste;São Paulo;Masculino;101 a 120;AC-Condutor Moto/Caminhão;7
Sudeste;São Paulo;Masculino;101 a 120;AD-Condutor Moto/Ônibus;5
Sudeste;São Paulo;Masculino;101 a 120;AE-Condutor Moto/Carreta;2
Sudeste;São Paulo;Masculino;101 a 120;B-Condutor Carro;11.718
Sudeste;São Paulo;Masculino;101 a 120;C-Condutor Caminhão;135
Sudeste;São Paulo;Masculino;101 a 120;D-Condutor Ônibus;74
Sudeste;São Paulo;Masculino;101 a 120;E-Condutor Carreta;2
Sudeste;São Paulo;Feminino;18 a 21;A-Condutor Moto;3.326
Sudeste;São Paulo;Feminino;18 a 21;AB-Condutor Moto/Carro;105.996
Sudeste;São Paulo;Feminino;18 a 21;AC-Condutor Moto/Caminhão;3
Sudeste;São Paulo;Feminino;18 a 21;AD-Condutor Moto/Ônibus;8
Sudeste;São Paulo;Feminino;18 a 21;B-Condutor Carro;117.658
Sudeste;São Paulo;Feminino;18 a 21;C-Condutor Caminhão;1
Sudeste;São Paulo;Feminino;18 a 21;D-Condutor Ônibus;1
Sudeste;São Paulo;Feminino;22 a 25;A-Condutor Moto;10.202
Sudeste;São Paulo;Feminino;22 a 25;AB-Condutor Moto/Carro;252.020
Sudeste;São Paulo;Feminino;22 a 25;AC-Condutor Moto/Caminhão;28
Sudeste;São Paulo;Feminino;22 a 25;AD-Condutor Moto/Ônibus;614
Sudeste;São Paulo;Feminino;22 a 25;AE-Condutor Moto/Carreta;22
Sudeste;São Paulo;Feminino;22 a 25;B-Condutor Carro;318.050
Sudeste;São Paulo;Feminino;22 a 25;C-Condutor Caminhão;2
Sudeste;São Paulo;Feminino;22 a 25;D-Condutor Ônibus;248
Sudeste;São Paulo;Feminino;22 a 25;E-Condutor Carreta;5
Sudeste;São Paulo;Feminino;22 a 25;XB-Condutor Ciclomotor/Carro;1
Sudeste;São Paulo;Feminino;26 a 30;A-Condutor Moto;13.363
Sudeste;São Paulo;Feminino;26 a 30;AB-Condutor Moto/Carro;404.915
Sudeste;São Paulo;Feminino;26 a 30;AC-Condutor Moto/Caminhão;59
Sudeste;São Paulo;Feminino;26 a 30;AD-Condutor Moto/Ônibus;3.099
Sudeste;São Paulo;Feminino;26 a 30;AE-Condutor Moto/Carreta;228
Sudeste;São Paulo;Feminino;26 a 30;B-Condutor Carro;536.870
Sudeste;São Paulo;Feminino;26 a 30;C-Condutor Caminhão;9
Sudeste;São Paulo;Feminino;26 a 30;D-Condutor Ônibus;1.252
Sudeste;São Paulo;Feminino;26 a 30;E-Condutor Carreta;22
Sudeste;São Paulo;Feminino;26 a 30;XB-Condutor Ciclomotor/Carro;1
Sudeste;São Paulo;Feminino;31 a 40;A-Condutor Moto;25.651
Sudeste;São Paulo;Feminino;31 a 40;AB-Condutor Moto/Carro;828.509
Sudeste;São Paulo;Feminino;31 a 40;AC-Condutor Moto/Caminhão;235
Sudeste;São Paulo;Feminino;31 a 40;AD-Condutor Moto/Ônibus;14.888
Sudeste;São Paulo;Feminino;31 a 40;AE-Condutor Moto/Carreta;1.474
Sudeste;São Paulo;Feminino;31 a 40;B-Condutor Carro;1.579.114
Sudeste;São Paulo;Feminino;31 a 40;C-Condutor Caminhão;95
Sudeste;São Paulo;Feminino;31 a 40;D-Condutor Ônibus;9.686
Sudeste;São Paulo;Feminino;31 a 40;E-Condutor Carreta;267
Sudeste;São Paulo;Feminino;31 a 40;X-Condutor Ciclomotor;2
Sudeste;São Paulo;Feminino;31 a 40;XB-Condutor Ciclomotor/Carro;2
Sudeste;São Paulo;Feminino;41 a 50;A-Condutor Moto;16.112
Sudeste;São Paulo;Feminino;41 a 50;AB-Condutor Moto/Carro;436.945
Sudeste;São Paulo;Feminino;41 a 50;AC-Condutor Moto/Caminhão;3.602
Sudeste;São Paulo;Feminino;41 a 50;AD-Condutor Moto/Ônibus;12.795
Sudeste;São Paulo;Feminino;41 a 50;AE-Condutor Moto/Carreta;1.637
Sudeste;São Paulo;Feminino;41 a 50;B-Condutor Carro;1.484.293
Sudeste;São Paulo;Feminino;41 a 50;C-Condutor Caminhão;8.125
Sudeste;São Paulo;Feminino;41 a 50;D-Condutor Ônibus;17.450
Sudeste;São Paulo;Feminino;41 a 50;E-Condutor Carreta;608
Sudeste;São Paulo;Feminino;41 a 50;XB-Condutor Ciclomotor/Carro;5
Sudeste;São Paulo;Feminino;51 a 60;A-Condutor Moto;7.076
Sudeste;São Paulo;Feminino;51 a 60;AB-Condutor Moto/Carro;172.721
Sudeste;São Paulo;Feminino;51 a 60;AC-Condutor Moto/Caminhão;10.249
Sudeste;São Paulo;Feminino;51 a 60;AD-Condutor Moto/Ônibus;6.752
Sudeste;São Paulo;Feminino;51 a 60;AE-Condutor Moto/Carreta;982
Sudeste;São Paulo;Feminino;51 a 60;B-Condutor Carro;1.123.382
Sudeste;São Paulo;Feminino;51 a 60;C-Condutor Caminhão;40.400
Sudeste;São Paulo;Feminino;51 a 60;D-Condutor Ônibus;23.722
Sudeste;São Paulo;Feminino;51 a 60;E-Condutor Carreta;668
Sudeste;São Paulo;Feminino;51 a 60;X-Condutor Ciclomotor;4
Sudeste;São Paulo;Feminino;51 a 60;XB-Condutor Ciclomotor/Carro;4
Sudeste;São Paulo;Feminino;61 a 70;A-Condutor Moto;1.290
Sudeste;São Paulo;Feminino;61 a 70;AB-Condutor Moto/Carro;36.942
Sudeste;São Paulo;Feminino;61 a 70;AC-Condutor Moto/Caminhão;1.604
Sudeste;São Paulo;Feminino;61 a 70;AD-Condutor Moto/Ônibus;1.917
Sudeste;São Paulo;Feminino;61 a 70;AE-Condutor Moto/Carreta;208
Sudeste;São Paulo;Feminino;61 a 70;B-Condutor Carro;771.904
Sudeste;São Paulo;Feminino;61 a 70;C-Condutor Caminhão;20.202
Sudeste;São Paulo;Feminino;61 a 70;D-Condutor Ônibus;14.223
Sudeste;São Paulo;Feminino;61 a 70;E-Condutor Carreta;328
Sudeste;São Paulo;Feminino;61 a 70;X-Condutor Ciclomotor;2
Sudeste;São Paulo;Feminino;61 a 70;XB-Condutor Ciclomotor/Carro;1
Sudeste;São Paulo;Feminino;71 a 80;A-Condutor Moto;113
Sudeste;São Paulo;Feminino;71 a 80;AB-Condutor Moto/Carro;5.085
Sudeste;São Paulo;Feminino;71 a 80;AC-Condutor Moto/Caminhão;166
Sudeste;São Paulo;Feminino;71 a 80;AD-Condutor Moto/Ônibus;243
Sudeste;São Paulo;Feminino;71 a 80;AE-Condutor Moto/Carreta;21
Sudeste;São Paulo;Feminino;71 a 80;B-Condutor Carro;343.014
Sudeste;São Paulo;Feminino;71 a 80;C-Condutor Caminhão;4.885
Sudeste;São Paulo;Feminino;71 a 80;D-Condutor Ônibus;3.590
Sudeste;São Paulo;Feminino;71 a 80;E-Condutor Carreta;60
Sudeste;São Paulo;Feminino;81 a 90;A-Condutor Moto;10
Sudeste;São Paulo;Feminino;81 a 90;AB-Condutor Moto/Carro;460
Sudeste;São Paulo;Feminino;81 a 90;AC-Condutor Moto/Caminhão;21
Sudeste;São Paulo;Feminino;81 a 90;AD-Condutor Moto/Ônibus;33
Sudeste;São Paulo;Feminino;81 a 90;AE-Condutor Moto/Carreta;4
Sudeste;São Paulo;Feminino;81 a 90;B-Condutor Carro;110.951
Sudeste;São Paulo;Feminino;81 a 90;C-Condutor Caminhão;794
Sudeste;São Paulo;Feminino;81 a 90;D-Condutor Ônibus;596
Sudeste;São Paulo;Feminino;81 a 90;E-Condutor Carreta;8
Sudeste;São Paulo;Feminino;91 a 100;A-Condutor Moto;2
Sudeste;São Paulo;Feminino;91 a 100;AB-Condutor Moto/Carro;63
Sudeste;São Paulo;Feminino;91 a 100;AC-Condutor Moto/Caminhão;1
Sudeste;São Paulo;Feminino;91 a 100;AD-Condutor Moto/Ônibus;4
