UF;Cod_Infração;Quantidade
SAO PAULO;6645;51
SAO PAULO;6670;3
SAO PAULO;6688;3
SAO PAULO;6696;1
SAO PAULO;6700;66
SAO PAULO;6726;21
SAO PAULO;6750;18
SAO PAULO;6769;64
SAO PAULO;6777;5
SAO PAULO;6785;15
SAO PAULO;6793;1
SAO PAULO;6807;1
SAO PAULO;6823;14
SAO PAULO;6831;54
SAO PAULO;6840;3
SAO PAULO;6858;40
SAO PAULO;6866;39
SAO PAULO;6874;1
SAO PAULO;6912;36
SAO PAULO;6920;1
SAO PAULO;6947;24
SAO PAULO;6955;5
SAO PAULO;6980;12
SAO PAULO;7005;1
SAO PAULO;7030;92
SAO PAULO;7048;91
SAO PAULO;7056;138
SAO PAULO;7064;81
SAO PAULO;7072;6
SAO PAULO;7099;23
SAO PAULO;7102;4
SAO PAULO;7145;3
SAO PAULO;7153;2
SAO PAULO;7196;2
SAO PAULO;7218;22
SAO PAULO;7234;428
SAO PAULO;7242;305
SAO PAULO;7293;16
SAO PAULO;7315;16
SAO PAULO;7340;21
SAO PAULO;7358;2
SAO PAULO;7366;1291
SAO PAULO;7374;15
SAO PAULO;7455;31912
SAO PAULO;7463;4788
SAO PAULO;7471;532
SAO PAULO;7579;25
SAO PAULO;7587;194
SAO PAULO;7617;24
SAO PAULO;7625;568
SAO PAULO;7633;5256
SERGIPE;5010;10
SERGIPE;5037;1
SERGIPE;5045;3
SERGIPE;5053;7
SERGIPE;5118;5
SERGIPE;5169;1
SERGIPE;5185;22
SERGIPE;5193;2
SERGIPE;5207;1
SERGIPE;5347;1
SERGIPE;5380;1
SERGIPE;5398;1
SERGIPE;5410;1
SERGIPE;5428;2
SERGIPE;5444;4
SERGIPE;5452;4
SERGIPE;5460;1
SERGIPE;5479;2
SERGIPE;5487;4
SERGIPE;5509;2
SERGIPE;5525;2
SERGIPE;5541;6
SERGIPE;5550;5
SERGIPE;5568;3
SERGIPE;5673;2
SERGIPE;5703;1
SERGIPE;5738;2
SERGIPE;5746;12
SERGIPE;5819;1
SERGIPE;5835;3
SERGIPE;5843;2
SERGIPE;5967;5
SERGIPE;6017;1
SERGIPE;6033;2
SERGIPE;6041;3
SERGIPE;6050;9
SERGIPE;6068;108
SERGIPE;6084;1
SERGIPE;6270;3
SERGIPE;6530;5
SERGIPE;6564;2
SERGIPE;6580;1
SERGIPE;6599;8
SERGIPE;6602;1
SERGIPE;6610;1
SERGIPE;6637;29
SERGIPE;6645;26
SERGIPE;6670;2
SERGIPE;6688;3
SERGIPE;6700;4
SERGIPE;6726;14
SERGIPE;6750;5
SERGIPE;6769;9
SERGIPE;6823;3
SERGIPE;6831;9
SERGIPE;6858;1
SERGIPE;6866;3
SERGIPE;6912;5
SERGIPE;6920;1
SERGIPE;6947;2
SERGIPE;6980;13
SERGIPE;7030;23
SERGIPE;7048;7
SERGIPE;7218;4
SERGIPE;7234;2
SERGIPE;7242;41
SERGIPE;7277;1
SERGIPE;7340;3
SERGIPE;7366;4
SERGIPE;7455;294
SERGIPE;7463;33
SERGIPE;7471;1
SERGIPE;7625;1
SERGIPE;7633;3
TOCANTINS;5010;7
TOCANTINS;5061;2
TOCANTINS;5185;28
TOCANTINS;5193;3
TOCANTINS;5207;2
TOCANTINS;5380;3
TOCANTINS;5410;6
TOCANTINS;5452;15
TOCANTINS;5479;7
TOCANTINS;5487;4
TOCANTINS;5541;5
TOCANTINS;5550;22
TOCANTINS;5568;6
TOCANTINS;5622;1
TOCANTINS;5673;3
TOCANTINS;5681;9
TOCANTINS;5738;3
TOCANTINS;5746;6
TOCANTINS;5819;1
TOCANTINS;5835;2
TOCANTINS;5843;1
TOCANTINS;5851;1
TOCANTINS;5967;3
TOCANTINS;5975;1
TOCANTINS;6033;1
TOCANTINS;6041;2
TOCANTINS;6050;13
TOCANTINS;6068;2
TOCANTINS;6122;2
TOCANTINS;6130;1
TOCANTINS;6270;1
TOCANTINS;6599;2
TOCANTINS;6602;3
TOCANTINS;6645;3
TOCANTINS;6653;2
TOCANTINS;6700;3
TOCANTINS;6769;7
TOCANTINS;6858;2
TOCANTINS;6912;3
TOCANTINS;7030;2
TOCANTINS;7242;55
TOCANTINS;7340;1
TOCANTINS;7455;102
TOCANTINS;7463;21
TOCANTINS;7471;5
TOCANTINS;7579;7
TOCANTINS;7625;1
TOCANTINS;7633;12
